name,database_id,community_id,community_size
Andrea Pferscher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11780,176,6
Bernhard K. Aichernig,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7292,176,6
Bettina Könighofer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11781,176,6
Christian Burghard,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7293,176,6
Felix Wallner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1721,176,6
Martin Tappler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11779,176,6
Colin F. Snook,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12157,177,6
Geoffrey C. Hulette,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12159,177,6
Karla Morris,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12156,177,6
Michael J. Butler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12161,177,6
Robert C. Armstrong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12160,177,6
Thai Son Hoang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12158,177,6
Colin Kai-Uwe Becker,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13562,178,6
Ilie-Daniel Gheorghe-Pop,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13564,178,6
Manfred Hauswirth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13567,178,6
Nikolay Tcholtchev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13563,178,6
Raphael Seidel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13566,178,6
Sebastian Bock,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13565,178,6
Angelo Perkusich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1988,179,6
Danyllo Albuquerque,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1983,179,6
Everton Guimarães,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1984,179,6
Graziela Tonin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1985,179,6
Hyggo Oliveira de Almeida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1987,179,6
Mirko Perkusich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1986,179,6
Dario Sestini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11736,180,6
Giovanni Pardini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11735,180,6
Lucia Nasti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5425,180,6
Paolo Milazzo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5427,180,6
Pasquale Bove,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11737,180,6
Roberta Gori,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5426,180,6
Ankit Rana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8272,181,6
Avyakt Gupta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8270,181,6
Deepanshu Kaushal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8273,181,6
Devika Sondhi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8269,181,6
Rahul Purandare,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8274,181,6
Salil Purandare,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8271,181,6
Dipto Mondal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6198,182,6
Fazle Mohammed Tawsif,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6200,182,6
Md Tonoy Akanda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6196,182,6
Mohammed Raihan Ullah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6197,182,6
Nazia Sultana Chowdhury,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6199,182,6
Partha Protim Paul,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6195,182,6
Aleksandr A. Lepekhin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7889,183,6
Alexandra Borremans,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7890,183,6
Donald C. Gause,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4410,183,6
Igor V. Ilin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7891,183,6
Sami Jantunen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4408,183,6
U. Rex Dumdum,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4409,183,6
Eva Amdahl Seim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:680,184,6
Finn Olav Bjørnson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:677,184,6
Knut H. Rolland,4:a207e2fc-2358-4733-aaec-376a2c17a19b:679,184,6
Nils Brede Moe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:678,184,6
Tore Dybå,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7435,184,6
Torgeir Dingsøyr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:676,184,6
Feiyu Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8161,185,6
Hao Yang 0006,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8163,185,6
Shimin Tao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8159,185,6
Weibin Meng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8160,185,6
Xiaofeng Zhao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8162,185,6
Yilun Liu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8158,185,6
Andreas Pamboris,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4526,186,6
Constantinos Makris,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4528,186,6
George Antoniou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4527,186,6
George Samaras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4530,186,6
Panayiotis Andreou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4529,186,6
Peter R. Pietzuch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8028,186,6
George Papastefanatos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12683,187,6
Giorgos Giannopoulos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12682,187,6
Loukas Kavouras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12681,187,6
Nikolaos Theologitis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12678,187,6
Panagiotis Gidarakos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12679,187,6
Stavros Maroulis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12680,187,6
George York,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12587,188,6
Harry G. Direen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12585,188,6
James E. Direen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12588,188,6
Randal H. Direen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12586,188,6
Shanjay Kailayanathan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12590,188,6
Vernon Joseph Brabec,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12589,188,6
Haoran Li 0014,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2254,189,6
Huayou Su,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2258,189,6
Jin Zhang 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2259,189,6
Siqian Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2255,189,6
Weihong Quan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2256,189,6
Xiaoli Gong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2257,189,6
Armando Ordóñez 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6221,190,6
Brecht Wyseur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7992,190,6
Jesus David Ramirez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6222,190,6
Lisandro Zambenedetti Granville,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6225,190,6
Oscar Maurício Caicedo Rendón,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6224,190,6
Paolo Falcarin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6223,190,6
Benoît Boyer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2131,191,6
Koichi Shimizu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2126,191,6
Nobuhiro Kobayashi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2130,191,6
Takeshi Ueda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2129,191,6
Teruyoshi Yamaguchi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2127,191,6
Tsunato Nakai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2128,191,6
Klaus Schneider 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11310,192,6
Liliana Guzmán,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11306,192,6
Matthias Habbe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11311,192,6
Philipp Diebold,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11308,192,6
Silke Steinbach,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11307,192,6
Thomas Zehler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11309,192,6
Aneta Poniszewska-Maranda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11952,193,6
Maciej Kopa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11954,193,6
Mateusz Owczarek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11955,193,6
Mateusz Stolarczyk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13345,193,6
Michal Pawlak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11953,193,6
Wojciech Krasnowski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13397,193,6
Anil Cetinkaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12631,194,6
Evren Çilden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13046,194,6
Halit Oguztüzün,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12236,194,6
Muhammed Cagri Kaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12632,194,6
Nafiye Kübra Turhan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12235,194,6
Teklie Belay Bzuneh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12633,194,6
Nacho Navarro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4055,195,6
Petr Babkin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4054,195,6
Ran Zmigrod,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9548,195,6
Salwa Alamir,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4053,195,6
Sameena Shah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4056,195,6
Xiaomo Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9549,195,6
Hugo Férée,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8536,196,6
Miguel Angel Francisco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6194,196,6
Pablo Lamela Seijas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6192,196,6
Reuben N. S. Rowe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8535,196,6
Scott Owens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8537,196,6
Simon J. Thompson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6193,196,6
Francis Guerin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2844,197,6
Marc-Antoine Plourde,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4355,197,6
Oussama Beroual,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2843,197,6
Rania Taleb,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9190,197,6
Raphaël Khoury,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9191,197,6
Sylvain Hallé,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2845,197,6
André Luíz de Oliveira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13513,198,6
Diego de Lima Nascimento,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13070,198,6
Iohan Gonçalves Vargas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1403,198,6
Rosana T. Vaccare Braga,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1405,198,6
Samuel de Souza Lopes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13512,198,6
Thiago Gottardi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1404,198,6
Antoine Bertout,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12218,199,6
Bernard Dautrevaux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12217,199,6
Emmanuel Grolleau,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12216,199,6
Roy Jamil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12215,199,6
Thanh-Dat Nguyen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12536,199,6
Yassine Ouhammou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12537,199,6
Aniya Aggarwal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10925,200,6
Diptikalyan Saha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10930,200,6
Rema Ananthanarayanan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10929,200,6
Samiulla Shaikh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10926,200,6
Sandeep Hans,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10927,200,6
Swastik Haldar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10928,200,6
Ekaterina Voskresenskaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:153,201,6
Evgeny Marchenko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:156,201,6
Ivan Ivanitskiy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:154,201,6
Ramil Takhaviev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:155,201,6
Sergei Tikhomirov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:152,201,6
Yaroslav Alexandrov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:157,201,6
Artem Yadrov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6693,202,6
Ganesh Gopalakrishnan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3492,202,6
Mohammed Al-Mahfoudh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3491,202,6
Pavel Panchekha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6694,202,6
Ryan Stutsman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3493,202,6
Tanmay Tirpankar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6692,202,6
Jarno Salonen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12851,203,6
Kaisu Kanstrén,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12671,203,6
Pekka Savolainen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12369,203,6
Petteri Heino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12670,203,6
Reijo M. Savola,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12368,203,6
Teemu Kanstrén,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12669,203,6
Dai Quoc Nguyen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11616,204,6
Dinh Phung 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11620,204,6
Quan Hung Tran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11619,204,6
Trung Le 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11618,204,6
Van Nguyen 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11617,204,6
Van-Anh Nguyen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11615,204,6
Alexander Felfernig,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2584,205,6
David Benavides 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2586,205,6
José A. Galindo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2587,205,6
Mathias Uta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2585,205,6
Thi Ngoc Trang Tran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2588,205,6
Viet Man Le,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2583,205,6
Max Lübbering,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13452,206,6
Moinam Chatterjee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13454,206,6
Osama Soliman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13456,206,6
Priya Priya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13455,206,6
Rafet Sifa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13457,206,6
Vijul Shah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13453,206,6
Abigail Hammer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12860,207,5
Benjamin Hertz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12861,207,5
Kristin Y. Rozier,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12863,207,5
Matthew Cauwels,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12859,207,5
Phillip H. Jones,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12862,207,5
Adam Molin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6092,208,5
Brian Hsuan-Cheng Liao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6091,208,5
Damir Safin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6090,208,5
Lev Sorokin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6088,208,5
Tiziano Munaro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6089,208,5
Adrian Spirescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5155,209,5
Catalin-Mihai Barbu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5153,209,5
Christian Scanu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5157,209,5
Kai-Dominik Kuhn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5154,209,5
Luca Lamorte,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5156,209,5
Agustina M. Zimbello,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6207,210,5
Alejandra Beatriz Lliteras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6210,210,5
Cecilia Challiol,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6209,210,5
Federico Martín Alconada Verzini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6208,210,5
Silvia E. Gordillo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6211,210,5
Ahsun Tariq,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7232,211,5
Brian Zamora Flores,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7234,211,5
Christopher D. Hundhausen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7230,211,5
Phillip T. Conrad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7231,211,5
Surya Pugal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7233,211,5
Ajay Bandi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13364,212,5
Astrid Carolina Ordoñez-Guerrero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13361,212,5
Edgar Roberto Dulce Villarreal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13363,212,5
Juan David Muñoz-Garzon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13362,212,5
Julio Ariel Hurtado,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13365,212,5
Ajay Raj Tedlapu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8045,213,5
Daya Ram Gaur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8042,213,5
Muhammad Khan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8044,213,5
Robert Benkoczi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8041,213,5
Shahadat Hossain,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8043,213,5
Aleksandr Semenov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6966,214,5
Andrey Kvochko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6965,214,5
Andrey Y. Shedko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6963,214,5
Ilya Palachev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6964,214,5
Kwangwon Sun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6967,214,5
Alex Tilkin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3040,215,5
Ari Gam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3039,215,5
David Faitelson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10446,215,5
Shmuel S. Tyszberowicz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3041,215,5
Yishai A. Feldman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3038,215,5
Aline Maria Malachini Miotto Amaral,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13095,216,5
Fernando H. Kuviatkovski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13093,216,5
Thelma Elita Colanzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13096,216,5
Valéria Delisandra Feltrim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13097,216,5
Willian Marques Freire,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13094,216,5
Andreas Dereani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6067,217,5
Michael Kläs,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6065,217,5
Philipp Helle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6069,217,5
Thomas Bauer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6066,217,5
Thomas Soderqvist,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6068,217,5
Andreas Polze,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13119,218,5
Arne Boockmeyer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13117,218,5
Dirk Friedenberger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13115,218,5
Lukas Pirl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13116,218,5
Robert Schmid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13118,218,5
Anes Bendimerad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2592,219,5
Chedy Raïssi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2594,219,5
Mehdi Kaytoue,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2595,219,5
Romain Mathonat,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2593,219,5
Youcef Remil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2591,219,5
Ashkan Nikravesh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6725,220,5
David Ke Hong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6724,220,5
Mahesh Ketkar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6727,220,5
Michael Kishinevsky,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6728,220,5
Z. Morley Mao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6726,220,5
Atanas Poibrenski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4659,221,5
Christian Müller 0014,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4661,221,5
Frederik Wiehr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11523,221,5
Janis Sprenger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4660,221,5
Nico Herbig 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11522,221,5
Bang D. Mach,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11005,222,5
Nam H. Vu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11002,222,5
Nhi N. Y. Vo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11001,222,5
Quang T. Vu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11004,222,5
Tu A. Vu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11003,222,5
Bell Raj Eapen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5835,223,5
Kamran Sartipi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5837,223,5
Norm Archer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5836,223,5
Reza Aria,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9990,223,5
Yufei Yuan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5838,223,5
Benjamin Mah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9833,224,5
Joseph Gan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9829,224,5
Pankaj Kohli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9831,224,5
Roddy Kok,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9830,224,5
Yun Ding,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9832,224,5
Bradley Poulette,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4548,225,5
Kenny Wong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4546,225,5
Morgan Patzelt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4547,225,5
Rus Hathaway,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4549,225,5
Xiaochao Fan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10948,225,5
Brian Henderson-Sellers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8679,226,5
Cesar Gonzalez-Perez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8680,226,5
Greg Walkerden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8683,226,5
Owen Eriksson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8681,226,5
Pär J. Ågerfalk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8682,226,5
Byoungyoung Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2957,227,5
Jaewon Hur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2954,227,5
Philip Rogers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2956,227,5
Suhwan Song,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2953,227,5
Sunwoo Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2955,227,5
Chenghang Shi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10708,228,5
Haofeng Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10707,228,5
Jie Lu 0009,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10709,228,5
Lian Li 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10710,228,5
Zixuan Zhao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10711,228,5
Abhishek Pathak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13630,229,5
Akil Karthikeyan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13627,229,5
Chitra Babu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13626,229,5
Kaarthik Sivakumar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13629,229,5
Nandakishor Velu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13628,229,5
Chowdhury Rafeed Rahman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10795,230,5
Masum Hasan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10797,230,5
Md. Easin Arafat,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10794,230,5
Saifullah Mahbub,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10793,230,5
Zannatul Ferdows,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10796,230,5
Christian B. Mendl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13295,231,5
