name,database_id,n_conferences,ICSA,ICSE,ECSA,total_pubs,degree_weighted,betweenness_unweighted,betweenness_weighted,clustering_unweighted,connected_component
Robert Chatley,4:a207e2fc-2358-4733-aaec-376a2c17a19b:71,2,1,5,0,6,13,0.0007461874773035,0.0007461874773035,0.3333333333333333,0
Kousar Aslam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2601,2,1,2,0,3,7,0.0007461667789088,0.0007461667789088,0.3333333333333333,0
André Restivo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11272,2,0,1,1,2,7,0.0007461046837248,0.0007461046837248,0.5238095238095238,0
Ferruccio Damiani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10533,2,0,1,1,2,8,0.0007461046837248,0.0007461046837248,0.4642857142857143,0
Gordana Dodig Crnkovic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12184,2,1,0,1,2,5,0.0007461046837248,0.0007461046837248,0.6,0
Martin Weyssow,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3964,2,1,1,0,2,6,0.0007440253922652,0.0008057164916112,0.4666666666666667,0
Alessia Knauss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7236,2,0,3,1,4,11,0.0007208597084784,0.0007688059706305,0.4181818181818181,0
Rodrigo Rebouças de Almeida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10364,2,1,1,0,2,5,0.0007131342970361,0.0003502527849684,0.4,0
Angelika Kaplan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12628,2,2,0,2,4,25,0.0007076803413094,0.0002396783997455,0.5633333333333334,0
Jan Carlson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12003,2,2,0,3,5,10,0.0007073341711572,0.0003355122032974,0.1777777777777777,0
Aleksander Fabijan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6072,2,2,4,0,6,17,0.0006709779957528,0.0008371155251196,0.2794117647058823,0
Tomás Cerný,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12255,2,1,0,5,6,21,0.0006631877515351,0.0008566245095447,0.2952380952380952,0
Tushar Sharma 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3497,2,2,7,0,9,12,0.0006571710326576,0.0004788568433927,0.2272727272727272,0
Mirko D'Angelo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6795,2,0,3,2,5,12,0.0006569403743028,0.0002865291103078,0.3636363636363636,0
Imed Hammouda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6182,2,0,4,1,5,11,0.0006449968749036,0.0011744785737169,0.3090909090909091,0
Jan Jürjens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5147,2,2,2,0,4,24,0.0006444612790484,0.0004262127681397,0.5253623188405797,0
Zhifei Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5486,2,1,3,0,4,15,0.0006427765774213,0.0004454687572515,0.4666666666666667,0
Ion Barosan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12915,2,3,0,1,4,12,0.0006396942366903,0.0006396942366903,0.2878787878787879,0
Rossana M. C. Andrade,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6150,2,0,2,1,3,9,0.0006396735382956,0.0006396735382956,0.25,0
Satish Narayana Srirama,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4925,2,0,1,3,4,9,0.0006396631890983,0.0006396631890983,0.2777777777777778,0
Moharram Challenger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1133,2,1,3,0,4,11,0.0006396010939142,0.0006396010939142,0.3454545454545454,0
Max Mühlhäuser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6715,2,0,2,1,3,14,0.0006395959193156,0.0006395959193156,0.4065934065934066,0
Antonio García-Domínguez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1181,2,1,1,0,2,4,0.0006395803955196,0.0006395803955196,0.3333333333333333,0
Roberto Tonelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:793,2,1,6,0,7,15,0.000631127208038,0.0008619993364347,0.3809523809523809,0
Rainer Weinreich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12308,2,2,0,6,8,10,0.0006282655860577,0.0003971754584253,0.2888888888888888,0
Eduardo B. Fernández,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10945,2,0,1,2,3,11,0.0006222455475664,0.0002295858175675,0.4909090909090909,0
Fabio Calefato,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4728,2,1,6,0,7,14,0.0006164319105242,6.156218394080081e-05,0.2417582417582417,0
Antinisca Di Marco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9798,2,0,1,4,5,10,0.0006099364340222,0.0006241744201953,0.3111111111111111,0
Giuseppe Destefanis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:790,2,3,10,0,13,22,0.0005763209383141,0.00224293845448,0.2424242424242424,0
Guido Salvaneschi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2660,2,1,6,0,7,8,0.0005677262000002,0.0005647379326401,0.2142857142857142,0
Harald Altinger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12938,2,1,0,1,2,8,0.000559939480086,8.306600900750472e-05,0.5714285714285714,0
Javier Troya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2393,2,0,4,1,5,11,0.0005582656523128,0.0002214602713251,0.3454545454545454,0
Arosha K. Bandara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3368,2,0,8,1,9,23,0.000541738554137,0.0004938769907838,0.3043478260869565,0
Flávia Coimbra Delicato,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11238,2,0,1,2,3,8,0.0005407919389502,0.0005330388586521,0.3928571428571428,0
Nour Ali,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12028,2,2,0,1,3,7,0.0005330509327157,0.0005330509327157,0.3809523809523809,0
Ademar Aguiar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11271,2,0,1,1,2,3,0.0005330354089197,0.0005330354089197,0.3333333333333333,0
Ali Khalili,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9706,2,1,1,0,2,6,0.0005330354089197,0.0005330354089197,0.4,0
Christian Schindler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3220,2,0,2,2,4,8,0.0005330354089197,0.0005330354089197,0.4642857142857143,0
Leonardo P. Tizzei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10438,2,0,1,1,2,9,0.0005330354089197,0.0005330354089197,0.4444444444444444,0
Lucy Ellen Lwakatare,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11064,2,1,1,0,2,8,0.0005330354089197,0.0005330354089197,0.4642857142857143,0
Maria Ulan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10633,2,1,1,0,2,8,0.0005330354089197,0.0005330354089197,0.4642857142857143,0
Mohamed Ibrahim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2472,2,1,2,0,3,6,0.0005330354089197,0.0005330354089197,0.4666666666666667,0
Ulrich Schöpp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1670,2,1,3,0,4,9,0.0005330354089197,0.0005330354089197,0.4444444444444444,0
Carlos Carrillo 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4425,2,0,1,3,4,8,0.000528319341561,7.124811496107537e-05,0.5357142857142857,0
Stefanie Scherzinger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5503,2,1,2,0,3,7,0.000517695167477,0.0003725534373745,0.238095238095238,0
Robert L. Nord,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4321,2,1,2,0,3,9,0.0005134341311388,1.1114347995065348e-05,0.4444444444444444,0
Håkan Burden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5980,2,1,4,0,5,12,0.0004966500307556,0.0005032328623054,0.303030303030303,0
Ghizlane El-Boussaidi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9951,2,0,2,2,4,10,0.0004920664931042,0.0002856415837528,0.3333333333333333,0
Lukas Linsbauer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5007,2,0,3,3,6,7,0.0004857873013368,0.0010925876667853,0.3809523809523809,0
Fernando Castor,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3282,2,1,4,0,5,12,0.000485166268846,0.0006303490839802,0.2727272727272727,0
Stephany Bellomo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4185,2,1,1,0,2,7,0.000484745353942,3.7842052876414656e-06,0.4285714285714285,0
Daniel Feitosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6052,2,0,2,1,3,32,0.0004831521070272,3.1513305895748315e-05,0.6794354838709677,0
Jennifer Pérez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2301,2,0,1,3,4,11,0.0004797163442317,0.0005330388586521,0.4181818181818181,0
Pieter J. L. Cuijpers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9374,2,2,1,0,3,9,0.0004797059950343,0.000533030234321,0.4722222222222222,0
Nazim H. Madhavji,4:a207e2fc-2358-4733-aaec-376a2c17a19b:383,2,1,4,0,5,11,0.0004744111072441,0.0003063463563281,0.1636363636363636,0
Manfred Broy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8440,2,1,1,0,2,13,0.0004564020316583,1.828573804747137e-05,0.4871794871794871,0
Uirá Kulesza,4:a207e2fc-2358-4733-aaec-376a2c17a19b:135,2,1,4,0,5,18,0.0004543433261429,0.0004296736629345,0.2875816993464052,0
Maurizio Leotta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:76,2,1,2,0,3,7,0.0004530262149112,0.0003009594143063,0.4285714285714285,0
Peter Liggesmeyer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2428,2,0,1,2,3,9,0.000435276916404,0.0004959441813498,0.3333333333333333,0
Yan Liu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2836,2,1,3,0,4,9,0.0004292283907668,0.000410264334077,0.2777777777777778,0
César França,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9764,2,1,2,0,3,9,0.0004265007715171,0.0004265007715171,0.3611111111111111,0
Claudia Szabo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8247,2,1,3,0,4,7,0.0004264697239251,0.0004264697239251,0.4285714285714285,0
Erik Hebisch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8880,2,0,1,1,2,4,0.0004264697239251,0.0004264697239251,0.3333333333333333,0
Hans van Vliet,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12012,2,1,0,2,3,7,0.0004264697239251,0.0004264697239251,0.4285714285714285,0
Jacopo Mauro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10535,2,1,1,0,2,7,0.0004264697239251,0.0004264697239251,0.4285714285714285,0
John Klein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9116,2,1,1,0,2,7,0.0004264697239251,0.0004264697239251,0.4285714285714285,0
Kang Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9152,2,1,1,0,2,11,0.0004264697239251,0.0004264697239251,0.4909090909090909,0
Neil B. Harrison,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12051,2,1,0,1,2,5,0.0004264697239251,0.0004264697239251,0.6,0
Paolo Romano 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3402,2,0,1,2,3,9,0.0004264697239251,0.0004264697239251,0.4444444444444444,0
Robert Lagerström,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7287,2,1,2,0,3,7,0.0004264697239251,0.0004264697239251,0.4285714285714285,0
Ruoyu Su,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5719,2,0,1,2,3,7,0.0004264697239251,0.0004264697239251,0.7142857142857143,0
David W. Binkley,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6287,2,1,2,0,3,9,0.0004255726848286,0.0002550965027637,0.3333333333333333,0
Danielle Gonzalez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4607,2,1,1,0,2,5,0.0004205228780202,9.625615957921375e-06,0.4,0
Jan Oliver Ringert,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2649,2,0,7,1,8,11,0.0004176768659668,0.0011693819011061,0.2909090909090909,0
Awdren L. Fontão,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4752,2,0,4,1,5,14,0.0004050133504462,0.0003740641730298,0.3186813186813186,0
Clément Quinton,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5435,2,0,2,1,3,8,0.0004022769831657,0.0006839442254544,0.4285714285714285,0
Yaping Luo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9508,2,2,2,0,4,11,0.0003992289082702,0.0002532789619425,0.3272727272727272,0
Marina Mongiello,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5532,2,0,2,1,3,7,0.0003987467247112,0.0004316039607247,0.4285714285714285,0
Ana Petrovska,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3641,2,0,1,2,3,7,0.0003938515244749,0.0003316883249666,0.3333333333333333,0
Hadil Abukwaik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4476,2,0,2,3,5,11,0.0003933047879488,0.0002633680026999,0.3818181818181818,0
Antonio Bucchiarone,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6204,2,2,1,0,3,11,0.0003892185512987,0.0003384146481981,0.4,0
Gemma Catolino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2232,2,1,12,0,13,15,0.0003756609805028,1.531853692721078e-06,0.3809523809523809,0
Simon Eismann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7857,2,3,1,0,4,10,0.0003750266341889,0.0004245708556615,0.5111111111111111,0
Huai Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8054,2,0,3,1,4,9,0.0003707564362231,0.0008017895484167,0.3055555555555556,0
Daniel Link 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5625,2,1,1,0,2,7,0.0003666494258601,0.0002010743251076,0.4285714285714285,0
David Issa Mattos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:110,2,0,1,1,2,8,0.0003396690153776,1.1239228309616648e-05,0.5714285714285714,0
Ran Mo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:747,2,0,4,1,5,16,0.0003359949243751,0.0003199247373252,0.425,0
Tony Gorschek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7677,2,0,2,1,3,11,0.0003345859241698,8.726160646312965e-05,0.4545454545454545,0
Shihong Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3224,2,0,3,2,5,10,0.0003312049717698,0.0003209044613399,0.3777777777777777,0
Jonathan Aldrich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4140,2,1,5,0,6,11,0.0003303275197445,0.0001390267063161,0.3272727272727272,0
Xiao Wang 0030,4:a207e2fc-2358-4733-aaec-376a2c17a19b:551,2,2,4,0,6,14,0.0003228628749641,5.26272208458997e-05,0.4175824175824176,0
Guglielmo De Angelis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6537,2,1,3,0,4,13,0.0003203852766067,0.0003199143881278,0.2948717948717949,0
Néstor Cataño,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1814,2,0,3,1,4,6,0.0003199040389305,0.0003199040389305,0.2666666666666666,0
Tihana Galinac Grbac,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6045,2,0,1,2,3,4,0.0003199040389305,0.0003199040389305,0.1666666666666666,0
Y. Raghu Reddy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4157,2,1,2,0,3,6,0.0003199040389305,0.0003199040389305,0.2666666666666666,0
Thomas Gabor,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1032,2,1,6,0,7,13,0.0003198936897331,0.0005863027276209,0.3974358974358974,0
Ali Shokri 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6994,2,1,1,0,2,5,0.0003198833405358,0.0003198833405358,0.4,0
Antero Taivalsaari,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2849,2,1,1,0,2,6,0.0003198833405358,0.0003198833405358,0.4,0
Kristina Lundqvist,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10778,2,1,1,0,2,7,0.0003198833405358,0.0003198833405358,0.4285714285714285,0
Reinhold Plösch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11464,2,1,1,0,2,4,0.0003198833405358,0.0003198833405358,0.5,0
Ruth Breu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11859,2,1,1,0,2,7,0.0003198833405358,0.0003198833405358,0.4285714285714285,0
Suman Roychoudhury,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9308,2,1,1,0,2,5,0.0003198833405358,0.0003198833405358,0.4,0
Somayeh Malakuti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6351,2,0,1,4,5,9,0.0003187477213131,0.0002133228301399,0.3611111111111111,0
George Mathew,4:a207e2fc-2358-4733-aaec-376a2c17a19b:190,2,1,2,0,3,6,0.0003124707238733,5.149134715610671e-05,0.3333333333333333,0
Alessandro Margara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4604,2,1,3,0,4,8,0.0003059912680019,0.0001868282272296,0.25,0
Bahtijar Vogel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1301,2,0,1,3,4,7,0.0002942437448768,0.0002284575004345,0.3333333333333333,0
Juri Di Rocco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3297,2,1,2,0,3,9,0.0002896000349268,0.0001827673092873,0.4444444444444444,0
Gereon Weiss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11216,2,0,1,2,3,7,0.0002737497129333,0.0003731713576318,0.4761904761904761,0
Fitash Ul Haq,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9045,2,0,2,1,3,5,0.0002709373961603,0.0005397737924727,0.4,0
Nicolas Boltz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12179,2,2,0,3,5,23,0.0002644904713867,0.0003204214987974,0.6007905138339921,0
Mario Trapp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3162,2,0,2,1,3,7,0.0002615387657267,0.0006373924027156,0.3333333333333333,0
Alfonso Pierantonio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7735,2,2,1,0,3,14,0.0002611068926366,2.676191168388769e-05,0.4725274725274725,0
Laurens Sion,4:a207e2fc-2358-4733-aaec-376a2c17a19b:26,2,3,5,0,8,10,0.0002572146384856,7.7618980038789e-09,0.6222222222222222,0
Salah Sadou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12441,2,2,0,3,5,7,0.0002518389394559,0.0001961342406688,0.3333333333333333,0
Eric Sax,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9292,2,3,1,0,4,10,0.0002477044518887,0.0002133021317452,0.4444444444444444,0
Diego Perez-Palacin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12471,2,3,0,2,5,14,0.0002460490526432,0.0003835617141238,0.2967032967032967,0
Vittorio Cortellessa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12688,2,6,0,1,7,15,0.000236376392678,0.0002637015769797,0.4476190476190476,0
Lincoln S. Rocha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11986,2,1,0,2,3,8,0.0002355659150437,0.0002219782991975,0.3571428571428571,0
Carlos Canal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3260,2,0,1,1,2,9,0.0002276044144895,6.873745810130018e-05,0.6666666666666666,0
Javier Berrocal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3259,2,0,1,1,2,9,0.0002276044144895,6.873745810130018e-05,0.6666666666666666,0
Juan Manuel Murillo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3264,2,0,1,1,2,9,0.0002276044144895,6.873745810130018e-05,0.6666666666666666,0
Nicolas Hili,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4268,2,1,3,0,4,9,0.0002222063533722,0.0001634500481656,0.3333333333333333,0
Arda Goknil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5559,2,0,3,1,4,7,0.0002189302972085,0.0002132866079492,0.3333333333333333,0
Marie Platenius-Mohr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1159,2,0,2,2,4,14,0.0002147329349138,0.000554795755712,0.3736263736263736,0
Ashish Rajendra Sai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12445,2,1,0,1,2,4,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Avenir Kobetski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11126,2,0,1,1,2,11,0.0002132762587519,0.0002132762587519,0.6727272727272727,0
Henning Schulz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7437,2,0,1,1,2,7,0.0002132762587519,0.0002132762587519,0.5238095238095238,0
Ibrahim Habli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:453,2,1,2,0,3,7,0.0002132762587519,0.0002132762587519,0.5238095238095238,0
Javier Gonzalez-Huerta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8904,2,2,1,0,3,4,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Jonas Eckhardt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5107,2,1,1,0,2,4,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Jérémy Buisson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6868,2,0,1,2,3,6,0.0002132762587519,0.0002132762587519,0.4666666666666667,0
Lucia Happe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8435,2,0,1,1,2,3,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Martin Becker 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9903,2,1,1,0,2,6,0.0002132762587519,0.0002132762587519,0.4666666666666667,0
Raghad Matar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12091,2,1,0,2,3,3,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Santiago Matalonga,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3765,2,0,1,1,2,6,0.0002132762587519,0.0002132762587519,0.4666666666666667,0
Sune Chung Jepsen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12521,2,3,0,1,4,4,0.0002132762587519,0.0002132762587519,0.3333333333333333,0
Ville Leppänen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1608,2,0,1,2,3,7,0.0002132762587519,0.0002132762587519,0.5238095238095238,0
Yoshinori Tanabe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1928,2,0,1,1,2,8,0.0002132762587519,0.0002132762587519,0.5714285714285714,0
Marco Túlio Valente,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7630,2,1,2,0,3,6,0.0002132659095545,0.0002132659095545,0.4,0
Hans Vangheluwe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1136,2,1,3,0,4,7,0.0002131313699891,0.0002131313699891,0.6190476190476191,0
Moris Behnam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12372,2,2,0,2,4,8,0.0002111490840274,0.0001222481686948,0.4642857142857143,0
Len Bass,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1116,2,2,3,0,5,15,0.0001952732037275,0.0001124430927269,0.4952380952380952,0
Adnan Shahzada,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4554,2,0,2,1,3,5,0.0001878564516496,6.284476160969152e-06,0.6,0
Arianit Kurti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1300,2,0,1,2,3,6,0.0001875952663035,0.0001218090218612,0.4666666666666667,0
Matej Artac,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9805,2,1,2,0,3,19,0.0001850485079805,2.7114897026883625e-07,0.672514619883041,0
Christopher Gerking,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12183,2,1,0,4,5,9,0.000179927786431,0.0001066484785732,0.4166666666666667,0
Maëlick Claes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5489,2,0,4,2,6,7,0.0001782806048789,0.0002523369681559,0.3809523809523809,0
Kai Petersen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2987,2,0,1,1,2,8,0.0001641590734643,0.0001144547795619,0.4642857142857143,0
Vikrant Kaulgud,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3198,2,1,17,0,18,18,0.0001603478762634,0.0003202628111049,0.3006535947712418,0
Banani Roy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3381,2,1,3,0,4,7,0.0001599382205354,0.0001066709018341,0.4285714285714285,0
Chenxing Zhong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6051,2,1,3,0,4,15,0.0001537723049105,0.0001158737900422,0.3714285714285714,0
Kaifeng Huang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:726,2,1,2,0,3,12,0.0001531197133082,1.03491973385052e-08,0.4696969696969697,0
Fabio Kon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6271,2,1,4,0,5,7,0.0001466339463938,0.0001276280264446,0.3333333333333333,0
Francesco Nocera,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9993,2,0,1,1,2,5,0.0001442263024748,0.000112592367578,0.6,0
Christophe Dony,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12244,2,1,0,2,3,11,0.00014250218544,0.0001973742112844,0.4727272727272727,0
Raffaela Groner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9852,2,0,1,1,2,8,0.0001421333022515,0.0001616810253672,0.4642857142857143,0
Steffen Hess,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2430,2,0,2,1,3,6,0.0001420901672921,1.03491973385052e-08,0.7333333333333333,0
Dominik Rost,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12490,2,2,0,2,4,5,0.0001420875799927,0.0,0.7,0
Alireza Sadeghi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1578,2,0,3,1,4,10,0.0001395912495999,6.956385477698578e-07,0.6,0
Livia Lestingi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12827,2,1,0,2,3,7,0.0001275074518093,3.513454436657699e-05,0.5714285714285714,0
Claus Pahl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2160,2,0,2,1,3,6,0.0001251158069042,5.555293893349509e-05,0.4,0
Dewayne E. Perry,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3972,2,0,3,1,4,5,0.0001242343112881,0.0001066484785732,0.3,0
Daniele Di Pompeo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12689,2,8,0,1,9,9,0.0001212211605272,9.919047735697852e-05,0.3888888888888889,0
Thatiane de Oliveira Rosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12967,2,3,0,1,4,9,0.0001208182735819,0.0003489042147392,0.4722222222222222,0
Muhammad Waseem Anwar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12173,2,2,0,1,3,8,0.0001208147957776,8.27935787080416e-08,0.5,0
Samuel Kounev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8208,2,3,2,0,5,9,0.0001192102638852,0.0003240343337723,0.4166666666666667,0
Terhi Kilamo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6276,2,0,1,1,2,4,0.0001189102011857,6.414851406488272e-06,0.3333333333333333,0
Enxhi Ferko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12555,2,2,0,1,3,5,0.0001147751764956,0.0,0.8,0
Maximilian Walter,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11965,2,5,0,6,11,15,0.000114513409103,2.677509838093604e-05,0.4666666666666667,0
Loek Cleophas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12042,2,2,0,1,3,7,0.0001133566689706,4.858126785560052e-05,0.5238095238095238,0
Marco Zanoni,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5434,2,1,5,0,6,9,0.0001122605047831,1.0602321456742804e-05,0.4444444444444444,0
