name,conference,year,role
Jane Stout,icse,2018,core
Natalie Best,icse,2018,core
Afsoon Afzal,icse,2018,core
Reem Alfayez,icse,2018,core
Raula Gaikovina Kula,icse,2018,core
Jie Liang 0006,icse,2018,core
Fulvio Corno,icse,2018,core
Andrian Marcus,icse,2018,broker
Stéphane Vincent,icse,2018,core
Rafael Olaechea,icse,2018,core
Willian Nalepa Oizumi,icse,2018,core
Hendrik Cech,icse,2018,core
Anthony Cleve,icse,2018,broker
Manish Shrivastava 0001,icse,2018,core
Nathan M. VanHoudnos,icse,2018,core
Rüdiger Kapitza,icse,2018,core
Maximilian Junker,icse,2018,core
Rachel Greenstadt,icse,2018,core
Armanda Rodrigues,icse,2018,core
Yi Li 0008,icse,2018,core
Tim B. Braam,icse,2018,core
Frederick Webber,icse,2018,core
Logan Simpson,icse,2018,core
Antti Herala,icse,2018,core
Dennis Theisen,icse,2018,core
Ming Li 0005,icse,2018,broker
Olga Baysal,icse,2018,core
Arnor Solberg,icse,2018,core
Steffen Herbold,icse,2018,core
Árpád Beszédes,icse,2018,broker
Mehdi Bagherzadeh 0001,icse,2018,core
Jörg Grieser,icse,2018,core
Hui Wan,icse,2018,broker
Arman Shahbazian,icse,2018,core
Nicolas Harrand,icse,2018,core
Yulong Shen 0001,icse,2018,core
Rami Bahsoon,icse,2018,broker
Kijin An,icse,2018,core
Per Jonsson,icse,2018,core
Silvia Teresita Acuña,icse,2018,core
Antónia Lopes,icse,2018,core
Fabienne Boyer,icse,2018,core
Jari Vanhanen,icse,2018,core
Alexander van Den Berghe,icse,2018,core
Syed S. Islam,icse,2018,core
Marianne Huchard,icse,2018,core
Daniel Clifford,icse,2018,core
Andreas L. Symeonidis,icse,2018,core
Javier Troya,icse,2018,core
Thomas Stifter,icse,2018,core
Shamal Faily,icse,2018,broker
Thomas Fritz 0001,icse,2018,core
Cong Yan,icse,2018,core
Anja M. Maier,icse,2018,core
Eda Marchetti,icse,2018,core
Fenfang Xie,icse,2018,core
Bartlomiej Balcerzak,icse,2018,core
Tessa Valentien,icse,2018,core
Bence Graics,icse,2018,core
Thomas Lemberger 0002,icse,2018,core
John L. Singleton,icse,2018,core
Asher Trockman,icse,2018,core
Biniam Fisseha Demissie,icse,2018,core
Ramanathan Ramu,icse,2018,core
Karim Ali 0001,icse,2018,core
Manar Mazkatli,icse,2018,core
Francisco Chicano,icse,2018,core
Sjaak Brinkkemper,icse,2018,broker
Milda Zizyte,icse,2018,core
Tyler Haden,icse,2018,core
Leen Lambers,icse,2018,core
Yun Xu,icse,2018,core
Germán Cáseres,icse,2018,core
Facundo Molina,icse,2018,core
Alexandre Lazaretti Zanatta,icse,2018,core
Lydie du Bousquet,icse,2018,core
James D. Kiper,icse,2018,core
Indika Kahanda,icse,2018,core
Stefano Momo Loss,icse,2018,core
Alireza Sadeghi,icse,2018,core
Mohammad Abdur Razzak,icse,2018,core
Abdullah Aldaeej,icse,2018,broker
Tegan Brennan,icse,2018,core
Cuicui Su,icse,2018,core
Yaping Luo,icse,2018,broker
Yan-Fu Li,icse,2018,broker
Zhao Cao,icse,2018,core
Javier Luis Cánovas Izquierdo,icse,2018,broker
Heiko Klare,icse,2018,core
Hella Ponsar,icse,2018,core
Esther Guerra,icse,2018,core
Purushottam Kar,icse,2018,core
Xinyuan Liu,icse,2018,core
Raja Manzar Abbas,icse,2018,core
Cong Wang 0020,icse,2018,core
Masahiro Taga,icse,2018,core
Yi Wang 0013,icse,2018,core
Jana Tumova,icse,2018,core
András Vörös 0001,icse,2018,core
Nikolai Kosmatov,icse,2018,core
Qirun Zhang,icse,2018,core
Marcus Kessel,icse,2018,broker
Eric Ruiz,icse,2018,core
Rolando P. Reyes,icse,2018,core
Thomas Schmitz 0002,icse,2018,core
Alexandros Michailidis,icse,2018,core
Dietmar Freudenstein,icse,2018,core
Chendong Feng,icse,2018,core
Amin Beheshti,icse,2018,broker
Mirko D'Angelo,icse,2018,core
Roland Kretschmer,icse,2018,core
Abigail Atchison,icse,2018,core
Johnatan Oliveira,icse,2018,core
Ramanuj Chouksey,icse,2018,core
Erik Meijer 0001,icse,2018,core
Paulo Henrique M. Maia,icse,2018,core
Stefan Nagy,icse,2018,core
Shahar Maoz,icse,2018,broker
Bodo Kraft,icse,2018,core
Anders Mattsson,icse,2018,core
Luigi Lavazza,icse,2018,core
Justin Lubin,icse,2018,core
Marsha Chechik,icse,2018,core
Qing Rao,icse,2018,broker
Tushar Sharma 0001,icse,2018,core
Yoshiaki Fukazawa,icse,2018,core
Stefan Stanciulescu,icse,2018,core
Yannic Noller,icse,2018,core
Matthias Saft,icse,2018,core
Makoto Imamura,icse,2018,core
Huan Lin,icse,2018,core
Pietro Braione,icse,2018,core
João Guilherme Faccin,icse,2018,broker
Jacob Nørbjerg,icse,2018,core
Zhengwei Qi,icse,2018,core
Régine Laleau,icse,2018,core
Anil K. Raj,icse,2018,core
Jonathan Bell 0001,icse,2018,core
Gabriel Nunes,icse,2018,core
Jian Zhang 0016,icse,2018,core
Chris F. Kemerer,icse,2018,broker
Nico Weichbrodt,icse,2018,core
Leonardo da Silva Sousa,icse,2018,core
Scott Hall,icse,2018,core
Valérie Camps,icse,2018,core
Vasily A. Sartakov,icse,2018,core
Hoang H. Nguyen,icse,2018,core
Arod Balissa,icse,2018,core
Janet Siegmund,icse,2018,core
Richard E. Harang,icse,2018,core
Guowei Yang 0001,icse,2018,core
Naoki Kawashima,icse,2018,core
Frank Elberzhager,icse,2018,core
Mohd Arafat,icse,2018,core
Josip Bozic,icse,2018,broker
P. J. Young,icse,2018,core
Pooyan Jamshidi,icse,2018,core
Antonio Vallecillo,icse,2018,core
Fangxi Yin,icse,2018,core
Daniel Martens,icse,2018,broker
Casper Lassenius,icse,2018,core
Gregory R. Madey,icse,2018,core
Gregor Engels,icse,2018,core
Enrique Larios Vargas,icse,2018,core
Bogdan Warinschi,icse,2018,core
Ramil Takhaviev,icse,2018,core
Yang Wang 0049,icse,2018,broker
Gereon Weiss,icse,2018,core
Chen Zhu,icse,2018,core
Lucrecia Llerena,icse,2018,core
Jeremy Ludwig,icse,2018,core
Denae Ford,icse,2018,core
Amir Zghidi,icse,2018,core
Sébastien Bardin,icse,2018,core
Orna Raz,icse,2018,core
Bart de Water,icse,2018,core
Dirk van der Linden,icse,2018,core
Jaejoon Lee,icse,2018,core
Noam Rinetzky,icse,2018,core
Sebastian Eder,icse,2018,core
Lingfeng Bao,icse,2018,core
Hyunsook Do,icse,2018,core
Suchana Seth,icse,2018,core
Jason Van Schooneveld,icse,2018,broker
Jason Carter,icse,2018,broker
Max E. Kramer,icse,2018,core
Mohamed N. Nasser,icse,2018,core
Mingyuan Xia 0001,icse,2018,core
Luyao Ren,icse,2018,core
Marius Liaaen,icse,2018,broker
Philipp Lachberger,icse,2018,core
Jochen Quante,icse,2018,core
Said Daoudagh,icse,2018,core
Erik Linstead,icse,2018,core
Susumu Tokumoto,icse,2018,core
Roberto Tonelli,icse,2018,core
Angelo Messina,icse,2018,core
Finn Olav Bjørnson,icse,2018,core
Anders Magnusson,icse,2018,core
Flavio Toffalini,icse,2018,core
Yan de Lima Justino,icse,2018,broker
Abu Mohammed Raisuddin,icse,2018,core
Tobias Holstein,icse,2018,broker
Jaechang Nam,icse,2018,core
Katarzyna Biesialska,icse,2018,core
Daniel Aceituna,icse,2018,core
Mirco Franzago,icse,2018,core
Lutz Prechelt,icse,2018,broker
Nour Assy,icse,2018,core
Rafael Dutra,icse,2018,core
Jil Klünder,icse,2018,core
Norbert Pataki,icse,2018,core
Björn Lisper,icse,2018,core
Vitalii Avdiienko,icse,2018,core
Igor Scaliante Wiese,icse,2018,core
Henrik Christoffersen,icse,2018,core
Kristian Beckers,icse,2018,core
Jeongho Kim 0005,icse,2018,core
Prashanta Saha,icse,2018,broker
Serge Demeyer,icse,2018,broker
Antti Knutas,icse,2018,core
Jinfu Chen 0001,icse,2018,core
Stefan Kriebel,icse,2018,core
Eran Toch,icse,2018,core
Julian M. Bass,icse,2018,core
Jácome Cunha,icse,2018,core
Leo Hatvani,icse,2018,core
Ferhat Khendek,icse,2018,core
José Antonio Parejo,icse,2018,core
Xiaoqi Li 0001,icse,2018,core
Mingjie Li 0005,icse,2018,core
Eva Amdahl Seim,icse,2018,core
Maria Salama,icse,2018,core
Casidhe Hutchison,icse,2018,core
Yun Lin 0001,icse,2018,core
Charles Hill 0001,icse,2018,core
Martin Kropp,icse,2018,core
Timo Greifenberg,icse,2018,core
Konstantin Kuznetsov 0001,icse,2018,core
Nasif Imtiaz,icse,2018,core
Sumin Park,icse,2018,core
Michele Marchesi,icse,2018,core
Y. Raghu Reddy,icse,2018,broker
Syed Ahmed,icse,2018,core
Dmitrij V. Koznov,icse,2018,core
Wahab Hamou-Lhadj,icse,2018,broker
Khaled M. Khan,icse,2018,core
Wentao Wang 0003,icse,2018,core
Samuel S. C. Rund,icse,2018,core
Christoph Schulze 0002,icse,2018,core
Patrick Motylinski,icse,2018,core
Douglas Hiura Longo,icse,2018,core
Kunal Banerjee 0001,icse,2018,core
Wilhelm Hasselbring,icse,2018,broker
Justin Middleton,icse,2018,core
Dan Pei,icse,2018,core
Samuel A. Fricker,icse,2018,core
João Cambeiro,icse,2018,core
Anthony Mallet,icse,2018,core
Michelle Simon,icse,2018,core
Xin Zhou 0016,icse,2018,core
Giovanni Viviani,icse,2018,core
Hai Wan,icse,2018,core
Wontae Choi,icse,2018,core
Asaf Adi,icse,2018,core
Gurpriya Kaur Bhatia,icse,2018,core
Gianluca Bardaro,icse,2018,core
Katsiaryna Labunets,icse,2018,core
Thomas Vogel 0001,icse,2018,core
Benjamin Danglot,icse,2018,core
Mayy Habayeb,icse,2018,core
David Seekatz,icse,2018,core
Jian Zhang 0087,icse,2018,core
Zijiang Yang 0006,icse,2018,core
Jon Whittle 0001,icse,2018,core
Akinori Ihara,icse,2018,core
Valerio Panzica La Manna,icse,2018,broker
Akito Monden,icse,2018,core
Vasco Amaral 0001,icse,2018,core
Ying Zhan,icse,2018,core
Prasun Dewan,icse,2018,broker
Paul Ralph,icse,2018,broker
Maria Gómez,icse,2018,core
Francisco Duarte,icse,2018,core
Andrew Lukyamuzi,icse,2018,core
Rogardt Heldal,icse,2018,core
Shawn Meier,icse,2018,core
Yini Zhang,icse,2018,core
Mingjie Ma,icse,2018,core
András Kicsi,icse,2018,core
Joongheon Kim,icse,2018,core
Patrick W. Koch,icse,2018,core
Imed Hammouda,icse,2018,core
Markus Kleinschmidt,icse,2018,core
Fiorella Zampetti,icse,2018,core
Michelle Craig,icse,2018,core
Carlos José Pereira de Lucena,icse,2018,core
Howard W. Loewen,icse,2018,core
Michele Lanza 0001,icse,2018,core
José Miguel Rojas,icse,2018,core
Shin-Young Ahn,icse,2018,core
Reid G. Simmons,icse,2018,core
Yijun Yu 0001,icse,2018,core
Kristian Sandahl,icse,2018,core
Ayesha Afzal,icse,2018,core
Wasif Afzal,icse,2018,core
Karina Kohl,icse,2018,broker
Marian Daun,icse,2018,core
Tarry Singh,icse,2018,broker
Torgeir Dingsøyr,icse,2018,core
Annalisa Napolitano,icse,2018,core
Maria Teresa Baldassarre,icse,2018,core
Eugenio Parra,icse,2018,core
Affan Rauf,icse,2018,core
Spencer Smith 0001,icse,2018,core
Basit Shafiq,icse,2018,core
John W. Castro,icse,2018,core
Valeria S. Bengolea,icse,2018,core
Tim Kelly,icse,2018,core
Leticia Duboc,icse,2018,core
Ville T. Heikkilä,icse,2018,core
Haowen Chen,icse,2018,core
Sergio Mover,icse,2018,core
Alexander Ask,icse,2018,core
Christof J. Budnik,icse,2018,core
Seonah Lee 0001,icse,2018,core
Kang Wei,icse,2018,core
Xiaoying Bai,icse,2018,core
Steven P. Reiss,icse,2018,core
Jobson L. Massollar,icse,2018,core
Stefan Götz 0002,icse,2018,core
In-Young Ko,icse,2018,core
Gustavo Vale,icse,2018,core
Dan Hao 0001,icse,2018,core
Deepak Mehta 0001,icse,2018,core
Jesús M. González-Barahona,icse,2018,core
Lingling Fan 0003,icse,2018,core
Andrea Capiluppi,icse,2018,core
Jan Ole Johanssen,icse,2018,core
Wenming Li,icse,2018,core
Jonas Kaltenbach,icse,2018,core
Herman Banken,icse,2018,core
Jie-Hong Roland Jiang,icse,2018,core
Byron DeVries,icse,2018,broker
Andreas Metzger,icse,2018,broker
Yves Ledru,icse,2018,core
Gabriele Taentzer,icse,2018,core
Andrew Hill,icse,2018,core
Miqing Li,icse,2018,core
Zihao Li 0001,icse,2018,core
Laura Moreno,icse,2018,broker
Rohit Mehra,icse,2018,core
Alper Sen 0001,icse,2018,broker
Breno Dantas Cruz,icse,2018,broker
Cristian Cadar,icse,2018,core
Xiangyu Zhang 0001,icse,2018,core
Udo Kelter,icse,2018,core
Ivan Jovanovikj,icse,2018,core
Karthik Pattabiraman,icse,2018,core
Julianne Sansa-Otim,icse,2018,core
Maria Ulan,icse,2018,core
Marko Seppänen,icse,2018,core
Klaas Sikkel,icse,2018,core
Rasmus Ros,icse,2018,broker
Puwei Wang,icse,2018,core
David Guttendorf,icse,2018,core
Lucio Mauro Duarte,icse,2018,core
Ankur Choudhary,icse,2018,core
Clemente Izurieta,icse,2018,core
Xinyi Xu,icse,2018,core
Xin Yao 0001,icse,2018,core
Md. Rayhanur Rahman,icse,2018,core
Paul A. Wojciak,icse,2018,core
Inayat Rehman,icse,2018,core
David F. Redmiles,icse,2018,core
Shiqing Ma,icse,2018,core
Franck Chauvel,icse,2018,core
Narayan Ramasubbu,icse,2018,broker
Luca Pascarella,icse,2018,core
Hiroaki Yoshida,icse,2018,core
Nasser Mohammadiha,icse,2018,broker
John Lundbäck,icse,2018,core
Seongmin Lee 0001,icse,2018,core
Emma Söderberg,icse,2018,core
Liang Zhao 0021,icse,2018,core
Peng Liu 0010,icse,2018,core
Péter Szécsi,icse,2018,core
Carrick Detweiler,icse,2018,core
Sebastian Klepper,icse,2018,core
Gustavo H. S. Alexandre,icse,2018,broker
Yanyan Jiang 0001,icse,2018,core
Caio Barbosa,icse,2018,core
Roberto Felicio Oliveira 0003,icse,2018,core
Hao Wu 0017,icse,2018,core
Emamurho Ugherughe,icse,2018,core
Genaína Nunes Rodrigues,icse,2018,core
Ernani César dos Santos,icse,2018,core
Ye Yang,icse,2018,core
Hua Yan,icse,2018,core
Andrew Macvean,icse,2018,core
Kapil Singi,icse,2018,core
Dmitry V. Luciv,icse,2018,core
Marko Ivankovic,icse,2018,broker
Ampaeli Cano,icse,2018,core
Ting Chen 0002,icse,2018,core
Santiago Bragagnolo,icse,2018,core
Manh-Dung Nguyen,icse,2018,core
Paige Rodeghero,icse,2018,core
Anita Imani,icse,2018,core
Jesús Sánchez Cuadrado,icse,2018,core
Silvia Amélia Bim,icse,2018,core
Jingyi Wang 0004,icse,2018,core
Patricia Pesado,icse,2018,core
Andreas Martens,icse,2018,core
Christian Poellabauer,icse,2018,core
Katsuro Inoue,icse,2018,core
Christian Berger 0001,icse,2018,core
Thaís Batista,icse,2018,core
Johannes Richenhagen,icse,2018,core
M. Usman Iftikhar,icse,2018,core
Stefan Kögel,icse,2018,core
Md Mahbubur Rahman,icse,2018,core
Djamel Eddine Khelladi,icse,2018,core
Jayden Khakurel,icse,2018,core
Qinkun Bao,icse,2018,core
Xiaohe Liu,icse,2018,core
Michal Sipko,icse,2018,core
Alison Lui,icse,2018,core
Luca Gazzola,icse,2018,core
Emma J. Williams,icse,2018,core
Carlos Eduardo da Silva,icse,2018,broker
Gian Luca Scoccia,icse,2018,core
Chunyang Chen 0001,icse,2018,core
Chenjie Xu,icse,2018,core
Bowen Deng,icse,2018,core
Muhammad Nawaz,icse,2018,core
Sahil Luthra,icse,2018,core
Donghwan Shin 0001,icse,2018,core
Vibhu Saujanya Sharma,icse,2018,core
Lwin Khin Shar,icse,2018,core
Harald Störrle,icse,2018,core
Elahe Paikari,icse,2018,broker
Payas Awadhutkar,icse,2018,core
Vittorio Zaccaria,icse,2018,core
Takayoshi Suzuki,icse,2018,core
Wieslaw Kopec,icse,2018,core
Minhyuk Kwon,icse,2018,core
Jungho Kim,icse,2018,core
Dongding Lin,icse,2018,core
Luke Church,icse,2018,core
Maria Pinto-Albuquerque,icse,2018,core
Alvin Cheung,icse,2018,core
Diego Cedrim,icse,2018,core
Lori Flynn,icse,2018,core
Sunita Chulani,icse,2018,broker
Danny Dig,icse,2018,core
Xiaohong Zhang 0002,icse,2018,core
Heike Wehrheim,icse,2018,core
Robert G. Pettit IV,icse,2018,broker
Naoyasu Ubayashi,icse,2018,core
Christina Paule,icse,2018,core
Guilherme Horta Travassos,icse,2018,core
Davide Spadini,icse,2018,core
Dan Yang 0001,icse,2018,core
Wandi Xiong,icse,2018,core
Norihiro Yoshida,icse,2018,core
Yaroslav Alexandrov,icse,2018,core
Siddhant Gawsane,icse,2018,core
François Bry,icse,2018,core
Masafumi Miwa,icse,2018,core
Oleksii Kononenko,icse,2018,core
Dora Dzvonyar,icse,2018,core
Martín Ochoa,icse,2018,core
Benjamin Kanagwa,icse,2018,core
Christoph Hannebauer,icse,2018,core
Mohammed Foughali,icse,2018,core
Michalis Famelis,icse,2018,core
Negar Ghorbani,icse,2018,core
Terese Besker,icse,2018,core
Arushi Gupta,icse,2018,core
Andreas Wilhelm,icse,2018,core
Serin Jeong,icse,2018,core
Sara Busechian,icse,2018,core
Karishma Rahman,icse,2018,broker
Ning Li 0022,icse,2018,core
Kumar Abhinav,icse,2018,core
Andreas Steffens,icse,2018,core
Haley Anderson,icse,2018,core
Xue Liu 0001,icse,2018,core
Michaël Marcozzi,icse,2018,core
Lingyun Situ,icse,2018,core
Junhwi Kim,icse,2018,core
Sascha Rechenberger,icse,2018,core
Chao Ji,icse,2018,core
Solomon Mensah,icse,2018,core
Jean-Christophe Deprez,icse,2018,broker
Horst Lichter,icse,2018,core
Andriy V. Miranskyy,icse,2018,core
Michael Wagner 0007,icse,2018,core
Ivan Beschastnikh,icse,2018,core
Marcel Zalmanovici,icse,2018,core
Daye Nam,icse,2018,core
Anna-Lena Lamprecht,icse,2018,core
Linfei Zang,icse,2018,core
Tosin Daniel Oyetoyan,icse,2018,core
Thomas Kuhn 0001,icse,2018,core
Kuniharu Takayama,icse,2018,core
Umberto Azadi,icse,2018,core
Pawan Kumar,icse,2018,core
Christophe Gnaho,icse,2018,core
Lisa Nguyen Quang Do,icse,2018,core
Marcelo Ruiz,icse,2018,core
Ola Leifler,icse,2018,core
Séverine Sentilles,icse,2018,core
Tiziana Margaria,icse,2018,core
Hao Zhou 0043,icse,2018,core
Saurabh Tiwari 0001,icse,2018,core
Nabil R. Adam,icse,2018,core
Jinghui Chen,icse,2018,core
Lisandro Delia,icse,2018,core
Xiao Yu,icse,2018,broker
Jürgen Cito,icse,2018,core
Piergiuseppe Mallozzi,icse,2018,core
Dominik Werle,icse,2018,core
David Rice,icse,2018,core
Maya Daneva,icse,2018,core
Jens Henriksson,icse,2018,core
Andreas Bollin,icse,2018,core
Paola Inverardi,icse,2018,core
Kaushik Madala,icse,2018,core
Luciano Baresi,icse,2018,core
Suman Jana,icse,2018,core
Claudia Peersman,icse,2018,core
Marcela Genero,icse,2018,core
Selma Khouri,icse,2018,broker
Marko Gasparic,icse,2018,core
Patrick E. Lanigan,icse,2018,core
Hannes Payer,icse,2018,core
Gilleanes Thorwald Araujo Guedes,icse,2018,core
Raphaël Troncy,icse,2018,core
Miguel Goulão,icse,2018,core
Pinjia He,icse,2018,core
Colin C. Venters,icse,2018,core
Emina Torlak,icse,2018,core
Deming Ye,icse,2018,core
Ji Wang 0001,icse,2018,core
Alan Wassyng,icse,2018,core
Ana Carolina Sanchotene Silva,icse,2018,core
Wilhelm Koop,icse,2018,core
Maristella Matera,icse,2018,core
Dominic Henze,icse,2018,core
Csaba Nagy 0001,icse,2018,broker
Gabriel Campero Durand,icse,2018,core
Alexander Sobran,icse,2018,core
Ronee Chadowitz,icse,2018,core
Vanessa Peña Araya,icse,2018,core
Julian Rothermel,icse,2018,core
Washington Okori,icse,2018,core
José I. Benedetto,icse,2018,core
Thomas Karcher,icse,2018,broker
Cong Liu 0012,icse,2018,core
Umair Z. Ahmed,icse,2018,core
Simon Schwichtenberg,icse,2018,core
Emily Su,icse,2018,broker
Thorsten Weyer,icse,2018,core
Robert Biddle,icse,2018,core
Andreas Rau 0001,icse,2018,core
Misoo Kim,icse,2018,broker
Kenji Fujiwara,icse,2018,core
Haowei Wu 0004,icse,2018,core
Zoe Steine-Hanson,icse,2018,core
Judit Jász,icse,2018,broker
Liang Zou,icse,2018,core
Irwin King,icse,2018,core
S. Kyostila,icse,2018,core
Luiz Paulo Franz,icse,2018,core
Zhaofeng Chen,icse,2018,core
Jinghui Cheng 0001,icse,2018,core
Georgia M. Kapitsaki,icse,2018,broker
Victor Muntés-Mulero,icse,2018,core
Ionut Mihai,icse,2018,core
Wenyu Wang,icse,2018,core
Yasuhiro Takemura,icse,2018,core
Jinyun Xue,icse,2018,core
Chun-Fu (Richard) Chen,icse,2018,core
Johan Lindberg,icse,2018,core
Don S. Batory,icse,2018,core
Xue Qin,icse,2018,core
Akira Matsuzaki,icse,2018,core
Huaimin Wang 0001,icse,2018,core
Eugene Eberbach,icse,2018,broker
Tomás Bures,icse,2018,core
Hui Chen 0001,icse,2018,core
Yichen Yan,icse,2018,core
Christian Prehofer,icse,2018,core
Sahar Tahvili,icse,2018,core
Marco Autili,icse,2018,core
Hung Viet Pham,icse,2018,core
Tamer Abdou,icse,2018,core
Mengshi Zhang,icse,2018,core
Richard Torkar,icse,2018,core
David Melski,icse,2018,core
Anderson G. Uchôa,icse,2018,core
Lukas Alperowitz,icse,2018,core
Kathryn S. McKinley,icse,2018,core
Moritz Beller,icse,2018,core
Philipp Orth,icse,2018,core
Alexander Serebrenik,icse,2018,core
Maheswaree Kissoon Curumsing,icse,2018,core
Pushmeet Kohli,icse,2018,core
María Fernanda Granda,icse,2018,core
Weizhao Yuan,icse,2018,core
Manish Thapa,icse,2018,core
Allan Mori,icse,2018,core
Roland Galbas,icse,2018,broker
Marcelo Arroyo,icse,2018,core
Gül Çalikli,icse,2018,core
August Shi,icse,2018,core
Xiangyu Li 0001,icse,2018,core
Kamonphop Srisopha,icse,2018,core
Johan Magnusson,icse,2018,core
Aedan D. Pettit,icse,2018,broker
Erik Karlsson,icse,2018,broker
Bradley R. Schmerl,icse,2018,core
Nagendra Prasad Kasaghatta Ramachandra,icse,2018,broker
Alexander Trautsch,icse,2018,core
David Trabish,icse,2018,core
Alex Groce,icse,2018,core
Christoph Luckeneder,icse,2018,broker
Christopher Parnin,icse,2018,core
Margaret Burnett,icse,2018,core
Thien Nam,icse,2018,core
Edwin Dauber,icse,2018,core
Nobuhiko Ogura,icse,2018,core
Sandro Morasca,icse,2018,core
Guillaume Dupont,icse,2018,core
Boyang Li 0002,icse,2018,core
Nataniel P. Borges Jr.,icse,2018,core
Saba Alimadadi,icse,2018,core
R. Venkatesh 0001,icse,2018,core
Xin Peng 0001,icse,2018,core
Santiago Dueñas,icse,2018,core
Simón Gutiérrez Brida,icse,2018,core
Gordon S. Blair,icse,2018,core
Jian Lu 0001,icse,2018,core
Marcelo Schots,icse,2018,core
Alessio Bucaioni,icse,2018,core
Gokul Srinivasan,icse,2018,core
Pankaj Kumar Kalita,icse,2018,core
Arnaud Clere,icse,2018,core
Denghui Dong,icse,2018,core
Nicolas Hili,icse,2018,core
Raphael Sirres,icse,2018,core
Haowei Wu,icse,2018,core
Manish Motwani,icse,2018,core
Joshua Huseman,icse,2018,core
Paolo Romano 0002,icse,2018,core
Nikolaos Tsantalis,icse,2018,core
Natalia Dragan,icse,2018,core
Marco Aurélio Gerosa,icse,2018,core
Shaukat Ali 0001,icse,2018,core
Noël De Palma,icse,2018,core
Damiano Torre,icse,2018,core
Heiko Koziolek,icse,2018,core
Rogério de Lemos,icse,2018,broker
Nabila Ishfaq,icse,2018,core
Cristina Seceleanu,icse,2018,core
Yunan Zhou,icse,2018,core
Christian Körner,icse,2018,core
Paramvir Singh,icse,2018,core
Abhishek Sainani,icse,2018,core
Jamie Stevenson,icse,2018,broker
Xiang Zhou,icse,2018,core
Raghu Reddy,icse,2018,core
Fred N. Kiwanuka,icse,2018,core
Hoa Khanh Dam,icse,2018,core
Paris Avgeriou,icse,2018,core
Sofija Hotomski,icse,2018,broker
Yong Wang,icse,2018,broker
George A. Chernishev,icse,2018,core
Markos Viggiato,icse,2018,core
Sarah Heckman,icse,2018,core
André van Hoorn,icse,2018,core
Marcelo d'Amorim,icse,2018,core
Robert Heinrich,icse,2018,core
Philipp Brune,icse,2018,broker
Simon André Scherr,icse,2018,core
Tianyin Xu,icse,2018,broker
Thomas F. Düllmann,icse,2018,core
Uli Fahrenberg,icse,2018,core
Tifany Yung,icse,2018,core
Hanru Zhou,icse,2018,core
Shanshan Li,icse,2018,core
Ferdian Thung,icse,2018,core
Syed Asad Ali Naqvi,icse,2018,core
Justus Bogner,icse,2018,core
Pranav Subramaniam,icse,2018,core
Bing Mao 0001,icse,2018,core
Steven Young,icse,2018,core
Mariano Ceccato,icse,2018,core
Massimo Cossentino,icse,2018,core
Noel Carroll,icse,2018,core
Pengcheng Yin,icse,2018,core
Thomas Witte,icse,2018,broker
Daniel Sykes,icse,2018,broker
Yanbin Wang,icse,2018,core
Ingo Börsting,icse,2018,broker
Fang Yu 0001,icse,2018,core
Guirong Fu,icse,2018,core
Ivan Bogicevic,icse,2018,core
Adam Alami,icse,2018,core
Jonathan Bachrach,icse,2018,core
Antuan Byalik,icse,2018,core
Jiyoung Song,icse,2018,core
Joost Dijkers,icse,2018,core
Adina Aniculaesei,icse,2018,core
Safwat Hassan,icse,2018,core
Wolfram Fenske,icse,2018,core
Adelina Ciurumelea,icse,2018,core
Sangyoung Park,icse,2018,core
Ram Chillarege,icse,2018,core
Petre-Gabriel Moise,icse,2018,core
Luís E. T. Rodrigues,icse,2018,core
Alireza Tabebordbar,icse,2018,broker
Alejandra Pedroza Marchena,icse,2018,core
Yen Dieu Pham,icse,2018,core
Ronald A. Metoyer,icse,2018,core
Pengcheng Wang,icse,2018,core
Lin Chen 0015,icse,2018,core
Themistoklis Diamantopoulos,icse,2018,core
Alexandre Perez,icse,2018,broker
Tanja E. J. Vos,icse,2018,core
Ross Edwards,icse,2018,broker
Simone Madeo,icse,2018,core
Xuan-Bach Dinh Le 0001,icse,2018,core
Micael Gallego,icse,2018,core
Jie Mei,icse,2018,broker
Qiao Huang,icse,2018,core
Marios Fragkoulis,icse,2018,core
Xiaonan Luo,icse,2018,core
Mathias Allemand,icse,2018,core
Susana Sargento,icse,2018,core
Jasmin Ramadani,icse,2018,core
Bo Wang 0050,icse,2018,core
Pablo Oliveira Antonino,icse,2018,core
Eleni Stroulia,icse,2018,core
Paulo Fernandes 0001,icse,2018,core
Raja Ben Abdessalem,icse,2018,core
Muqsit Azeem,icse,2018,core
Rijnard van Tonder,icse,2018,broker
Melek Önen,icse,2018,core
Edgar Chen,icse,2018,core
He Jiang 0001,icse,2018,core
Zhi Jin,icse,2018,core
Xinxiu Tao,icse,2018,core
Todd Mytkowicz,icse,2018,core
Matin Mansouri,icse,2018,core
Xin Yang 0018,icse,2018,core
Aditya V. Thakur,icse,2018,core
Richard Gil Martinez,icse,2018,core
Nicole Wasankhasit,icse,2018,core
Sahil Verma 0003,icse,2018,broker
Farnaz Behrang,icse,2018,core
Karina Rehfeldt,icse,2018,core
Mohamad Barbar,icse,2018,core
Eray Tüzün,icse,2018,core
Kevin Laeufer,icse,2018,core
Ansar Rafique,icse,2018,core
Linda Svedberg,icse,2018,core
Jacob Juul,icse,2018,core
Krishna Chaitanya Sripada,icse,2018,core
Chan-Gun Lee,icse,2018,core
